symbol_name,Precision,Description,ContractSize,MarginMode,security,MarginCurrency,ProfitCurrency,minVolFilter
AFL,2,Aflac Inc. (AFL),1,1,US Stocks & ETFs,AFL,USD,100
AIG,2,American International Group Inc. (AIG),1,1,US Stocks & ETFs,AIG,USD,100
AIV,2,Apartment Investment and Management Co. Class A (AIV),1,1,US Stocks & ETFs,AIV,USD,100
AIZ,2,Assurant Inc. (AIZ),1,1,US Stocks & ETFs,AIZ,USD,100
AJG,2,Arthur J. Gallagher & Co. (AJG),1,1,US Stocks & ETFs,AJG,USD,100
AKAM,2,Akamai Technologies Inc. (AKAM),1,1,US Stocks & ETFs,AKAM,USD,100
ALB,2,Albemarle Corp. (ALB),1,1,US Stocks & ETFs,ALB,USD,100
ALGN,2,Align Technology Inc. (ALGN),1,1,US Stocks & ETFs,ALGN,USD,100
ALK,2,Alaska Air Group Inc. (ALK),1,1,US Stocks & ETFs,ALK,USD,100
ALL,2,Allstate Corp. (ALL),1,1,US Stocks & ETFs,ALL,USD,100
ALLE,2,Allegion PLC (ALLE),1,1,US Stocks & ETFs,ALLE,USD,100
AMAT,2,Applied Materials Inc. (AMAT),1,1,US Stocks & ETFs,AMAT,USD,100
AMCR,2,Amcor PLC (AMCR),1,1,US Stocks & ETFs,AMCR,USD,100
AME,2,AMETEK Inc. (AME),1,1,US Stocks & ETFs,AME,USD,100
AMG,2,Affiliated Managers Group Inc. (AMG),1,1,US Stocks & ETFs,AMG,USD,100
AMGN,2,Amgen Inc. (AMGN),1,1,US Stocks & ETFs,AMGN,USD,100
AMP,2,Ameriprise Financial Inc. (AMP),1,1,US Stocks & ETFs,AMP,USD,100
AMT,2,American Tower Corp. (AMT),1,1,US Stocks & ETFs,AMT,USD,100
ANET,2,Arista Networks Inc. (ANET),1,1,US Stocks & ETFs,ANET,USD,100
AON,2,Aon plc (AON),1,1,US Stocks & ETFs,AON,USD,100
AOS,2,A. O. Smith Corp. (AOS),1,1,US Stocks & ETFs,AOS,USD,100
APA,2,Apache Corp. (APA),1,1,US Stocks & ETFs,APA,USD,100
APD,2,Air Products and Chemicals Inc. (APD),1,1,US Stocks & ETFs,APD,USD,100
APH,2,Amphenol Corp. Class A (APH),1,1,US Stocks & ETFs,APH,USD,100
APTV,2,Aptiv PLC (APTV),1,1,US Stocks & ETFs,APTV,USD,100
ARE,2,Alexandria Real Estate Equities Inc. (ARE),1,1,US Stocks & ETFs,ARE,USD,100
ATO,2,Atmos Energy Corp. (ATO),1,1,US Stocks & ETFs,ATO,USD,100
AVB,2,AvalonBay Communities Inc. (AVB),1,1,US Stocks & ETFs,AVB,USD,100
AVGO,2,Broadcom Inc. (AVGO),1,1,US Stocks & ETFs,AVGO,USD,100
AVY,2,Avery Dennison Corp. (AVY),1,1,US Stocks & ETFs,AVY,USD,100
AWK,2,American Water Works Co. Inc. (AWK),1,1,US Stocks & ETFs,AWK,USD,100
AXP,2,American Express Co. (AMEX ) (AXP),1,1,US Stocks & ETFs,AXP,USD,100
AZO,2,AutoZone Inc. (AZO),1,1,US Stocks & ETFs,AZO,USD,100
BAX,2,Baxter International Inc. (BAX),1,1,US Stocks & ETFs,BAX,USD,100
BBY,2,Best Buy Co. Inc. (BBY),1,1,US Stocks & ETFs,BBY,USD,100
BDX,2,Becton Dickinson and Co. (BDX),1,1,US Stocks & ETFs,BDX,USD,100
BEN,2,Franklin Resources Inc. (BEN),1,1,US Stocks & ETFs,BEN,USD,100
BF.B,2,Brown-Forman Corp. Class B (BF.B),1,1,US Stocks & ETFs,BF.B,USD,100
BIIB,2,Biogen Inc. (BIIB),1,1,US Stocks & ETFs,BIIB,USD,100
BK,2,Bank of New York Mellon Corp. (BK),1,1,US Stocks & ETFs,BK,USD,100
BKNG,2,Booking Holdings Inc. (BKNG),1,1,US Stocks & ETFs,BKNG,USD,100
BLK,2,BlackRock Inc. (BLK),1,1,US Stocks & ETFs,BLK,USD,100
BALL,2,Ball Corp. (BALL),1,1,US Stocks & ETFs,BLL,USD,100
BMY,2,Bristol-Myers Squibb Co. (BMY),1,1,US Stocks & ETFs,BMY,USD,100
BR,2,Broadridge Financial Solutions Inc. (BR),1,1,US Stocks & ETFs,BR,USD,100
BRK.B,2,Berkshire Hathaway Inc. Class B (BRK.B),1,1,US Stocks & ETFs,BRK.B,USD,100
BSX,2,Boston Scientific Corp. (BSX),1,1,US Stocks & ETFs,BSX,USD,100
BXP,2,Boston Properties Inc. (BXP),1,1,US Stocks & ETFs,BXP,USD,100
CAG,2,Conagra Brands Inc. (CAG),1,1,US Stocks & ETFs,CAG,USD,100
CAH,2,Cardinal Health Inc. (CAH),1,1,US Stocks & ETFs,CAH,USD,100
CAT,2,Caterpillar Inc. (CAT),1,1,US Stocks & ETFs,CAT,USD,100
CB,2,Chubb Limited (CB),1,1,US Stocks & ETFs,CB,USD,100
CBOE,2,Cboe Global Markets Inc (CBOE),1,1,US Stocks & ETFs,CBOE,USD,100
CBRE,2,CBRE Group Inc. Class A (CBRE),1,1,US Stocks & ETFs,CBRE,USD,100
CCI,2,Crown Castle International Corp (CCI),1,1,US Stocks & ETFs,CCI,USD,100
CCL,2,Carnival Corp. (CCL),1,1,US Stocks & ETFs,CCL,USD,100
CDNS,2,Cadence Design Systems Inc. (CDNS),1,1,US Stocks & ETFs,CDNS,USD,100
CDW,2,CDW Corp. (CDW),1,1,US Stocks & ETFs,CDW,USD,100
CE,2,Celanese Corp. (CE),1,1,US Stocks & ETFs,CE,USD,100
CF,2,CF Industries Holdings Inc. (CF),1,1,US Stocks & ETFs,CF,USD,100
CFG,2,Citizens Financial Group Inc. (CFG),1,1,US Stocks & ETFs,CFG,USD,100
CHD,2,Church & Dwight Co. Inc. (CHD),1,1,US Stocks & ETFs,CHD,USD,100
CHRW,2,C.H. Robinson Worldwide Inc. (CHRW),1,1,US Stocks & ETFs,CHRW,USD,100
CHTR,2,Charter Communications Inc. Class A (CHTR),1,1,US Stocks & ETFs,CHTR,USD,100
CI,2,Cigna Corp. (CI),1,1,US Stocks & ETFs,CI,USD,100
CINF,2,Cincinnati Financial Corp. (CINF),1,1,US Stocks & ETFs,CINF,USD,100
CL,2,Colgate-Palmolive Co. (CL),1,1,US Stocks & ETFs,CL,USD,100
CLX,2,Clorox Co. (CLX),1,1,US Stocks & ETFs,CLX,USD,100
CMA,2,Comerica Inc. (CMA),1,1,US Stocks & ETFs,CMA,USD,100
CMCSA,2,Comcast Corp. Class A (CMCSA),1,1,US Stocks & ETFs,CMCSA,USD,100
CME,2,CME Group Inc. Class A (CME),1,1,US Stocks & ETFs,CME,USD,100
CMG,2,Chipotle Mexican Grill Inc. (CMG),1,1,US Stocks & ETFs,CMG,USD,100
CMI,2,Cummins Inc. (CMI),1,1,US Stocks & ETFs,CMI,USD,100
CMS,2,CMS Energy Corp. (CMS),1,1,US Stocks & ETFs,CMS,USD,100
CNC,2,Centene Corp. (CNC),1,1,US Stocks & ETFs,CNC,USD,100
CNP,2,CenterPoint Energy Inc. (CNP),1,1,US Stocks & ETFs,CNP,USD,100
COF,2,Capital One Financial Corp. (COF),1,1,US Stocks & ETFs,COF,USD,100
COO,2,Cooper Companies Inc. (COO),1,1,US Stocks & ETFs,COO,USD,100
COP,2,ConocoPhillips (COP),1,1,US Stocks & ETFs,COP,USD,100
COST,2,Costco Wholesale Corp. (COST),1,1,US Stocks & ETFs,COST,USD,100
COTY,2,Coty Inc. Class A (COTY),1,1,US Stocks & ETFs,COTY,USD,100
CPB,2,Campbell Soup Co. (CPB),1,1,US Stocks & ETFs,CPB,USD,100
CPRI,2,Capri Holdings Limited (CPRI),1,1,US Stocks & ETFs,CPRI,USD,100
CPRT,2,Copart Inc. (CPRT),1,1,US Stocks & ETFs,CPRT,USD,100
CRM,2,salesforce.com inc. (CRM),1,1,US Stocks & ETFs,CRM,USD,100
CSX,2,CSX Corp. (CSX),1,1,US Stocks & ETFs,CSX,USD,100
CTAS,2,Cintas Corp. (CTAS),1,1,US Stocks & ETFs,CTAS,USD,100
CTSH,2,Cognizant Technology Solutions Corp. Class A (CTSH),1,1,US Stocks & ETFs,CTSH,USD,100
CTVA,2,Corteva Inc (CTVA),1,1,US Stocks & ETFs,CTVA,USD,100
CVS,2,CVS Health Corp. (CVS),1,1,US Stocks & ETFs,CVS,USD,100
CVX,2,Chevron Corp. (CVX),1,1,US Stocks & ETFs,CVX,USD,100
D,2,Dominion Energy Inc (D),1,1,US Stocks & ETFs,D,USD,100
DAL,2,Delta Air Lines Inc. (DAL),1,1,US Stocks & ETFs,DAL,USD,100
DD,2,DuPont de Nemours Inc. (DD),1,1,US Stocks & ETFs,DD,USD,100
DE,2,Deere & Co. (DE),1,1,US Stocks & ETFs,DE,USD,100
DG,2,Dollar General Corp. (DG),1,1,US Stocks & ETFs,DG,USD,100
DGX,2,Quest Diagnostics Inc. (DGX),1,1,US Stocks & ETFs,DGX,USD,100
DHI,2,D.R. Horton Inc. (DHI),1,1,US Stocks & ETFs,DHI,USD,100
DHR,2,Danaher Corp. (DHR),1,1,US Stocks & ETFs,DHR,USD,100
DIS,2,Walt Disney Co. (DIS),1,1,US Stocks & ETFs,DIS,USD,100
DLR,2,Digital Realty Trust Inc. (DLR),1,1,US Stocks & ETFs,DLR,USD,100
DLTR,2,Dollar Tree Inc. (DLTR),1,1,US Stocks & ETFs,DLTR,USD,100
DOV,2,Dover Corp. (DOV),1,1,US Stocks & ETFs,DOV,USD,100
DOW,2,Dow Inc. (DOW),1,1,US Stocks & ETFs,DOW,USD,100
DRI,2,Darden Restaurants Inc. (DRI),1,1,US Stocks & ETFs,DRI,USD,100
DTE,2,DTE Energy Co. (DTE),1,1,US Stocks & ETFs,DTE,USD,100
DUK,2,Duke Energy Corp. (DUK),1,1,US Stocks & ETFs,DUK,USD,100
DVA,2,DaVita Inc. (DVA),1,1,US Stocks & ETFs,DVA,USD,100
DVN,2,Devon Energy Corp. (DVN),1,1,US Stocks & ETFs,DVN,USD,100
DXC,2,DXC Technology Co. (DXC),1,1,US Stocks & ETFs,DXC,USD,100
EA,2,Electronic Arts Inc. (EA),1,1,US Stocks & ETFs,EA,USD,100
ECL,2,Ecolab Inc. (ECL),1,1,US Stocks & ETFs,ECL,USD,100
ED,2,Consolidated Edison Inc. (ED),1,1,US Stocks & ETFs,ED,USD,100
EFX,2,Equifax Inc. (EFX),1,1,US Stocks & ETFs,EFX,USD,100
EIX,2,Edison International (EIX),1,1,US Stocks & ETFs,EIX,USD,100
EL,2,Estee Lauder Companies Inc. Class A (EL),1,1,US Stocks & ETFs,EL,USD,100
EMN,2,Eastman Chemical Co. (EMN),1,1,US Stocks & ETFs,EMN,USD,100
EMR,2,Emerson Electric Co. (EMR),1,1,US Stocks & ETFs,EMR,USD,100
EOG,2,EOG Resources Inc. (EOG),1,1,US Stocks & ETFs,EOG,USD,100
EQIX,2,Equinix Inc. (EQIX),1,1,US Stocks & ETFs,EQIX,USD,100
EQR,2,Equity Residential (EQR),1,1,US Stocks & ETFs,EQR,USD,100
ES,2,Eversource Energy (ES),1,1,US Stocks & ETFs,ES,USD,100
ESS,2,Essex Property Trust Inc. (ESS),1,1,US Stocks & ETFs,ESS,USD,100
ETN,2,Eaton Corp. Plc (ETN),1,1,US Stocks & ETFs,ETN,USD,100
ETR,2,Entergy Corp. (ETR),1,1,US Stocks & ETFs,ETR,USD,100
EVRG,2,Evergy Inc. (EVRG),1,1,US Stocks & ETFs,EVRG,USD,100
EW,2,Edwards Lifesciences Corp. (EW),1,1,US Stocks & ETFs,EW,USD,100
EXC,2,Exelon Corp. (EXC),1,1,US Stocks & ETFs,EXC,USD,100
EXPD,2,Expeditors International of Washington Inc. (EXPD),1,1,US Stocks & ETFs,EXPD,USD,100
EXPE,2,Expedia Group Inc. (EXPE),1,1,US Stocks & ETFs,EXPE,USD,100
EXR,2,Extra Space Storage Inc. (EXR),1,1,US Stocks & ETFs,EXR,USD,100
F,2,Ford Motor Co. (F),1,1,US Stocks & ETFs,F,USD,100
FANG,2,Diamondback Energy Inc. (FANG),1,1,US Stocks & ETFs,FANG,USD,100
FAST,2,Fastenal Co. (FAST),1,1,US Stocks & ETFs,FAST,USD,100
FCX,2,Freeport-McMoRan Inc. (FCX),1,1,US Stocks & ETFs,FCX,USD,100
FDX,2,FedEx Corp. (FDX),1,1,US Stocks & ETFs,FDX,USD,100
FE,2,FirstEnergy Corp. (FE),1,1,US Stocks & ETFs,FE,USD,100
FFIV,2,F5 Networks Inc. (FFIV),1,1,US Stocks & ETFs,FFIV,USD,100
FIS,2,Fidelity National Information Services Inc. (FIS),1,1,US Stocks & ETFs,FIS,USD,100
FITB,2,Fifth Third Bancorp (FITB),1,1,US Stocks & ETFs,FITB,USD,100
FLS,2,Flowserve Corp. (FLS),1,1,US Stocks & ETFs,FLS,USD,100
FMC,2,FMC Corp. (FMC),1,1,US Stocks & ETFs,FMC,USD,100
FOXA,2,Fox Corp. Class A (FOXA),1,1,US Stocks & ETFs,FOXA,USD,100
FRC,2,First Republic Bank (FRCB) OTC Market,1,1,US Stocks & ETFs,FRC,USD,100
FRT,2,Federal Realty Investment Trust (FRT),1,1,US Stocks & ETFs,FRT,USD,100
FTI,2,TechnipFMC Plc (FTI),1,1,US Stocks & ETFs,FTI,USD,100
FTV,2,Fortive Corp. (FTV),1,1,US Stocks & ETFs,FTV,USD,100
GD,2,General Dynamics Corp. (GD),1,1,US Stocks & ETFs,GD,USD,100
GE,2,General Electric Co. (GE),1,1,US Stocks & ETFs,GE,USD,100
GILD,2,Gilead Sciences Inc. (GILD),1,1,US Stocks & ETFs,GILD,USD,100
GIS,2,General Mills Inc. (GIS),1,1,US Stocks & ETFs,GIS,USD,100
GL,2,Globe Life Inc. (GL),1,1,US Stocks & ETFs,GL,USD,100
GLW,2,Corning Inc (GLW),1,1,US Stocks & ETFs,GLW,USD,100
GM,2,General Motors Co. (GM),1,1,US Stocks & ETFs,GM,USD,100
GPC,2,Genuine Parts Co. (GPC),1,1,US Stocks & ETFs,GPC,USD,100
GPN,2,Global Payments Inc. (GPN),1,1,US Stocks & ETFs,GPN,USD,100
GAP,2,Gap Inc. (GAP),1,1,US Stocks & ETFs,GPS,USD,100
GRMN,2,Garmin Ltd. (GRMN),1,1,US Stocks & ETFs,GRMN,USD,100
GS,2,Goldman Sachs Group Inc. (GS),1,1,US Stocks & ETFs,GS,USD,100
GWW,2,W.W. Grainger Inc. (GWW),1,1,US Stocks & ETFs,GWW,USD,100
HAL,2,Halliburton Co. (HAL),1,1,US Stocks & ETFs,HAL,USD,100
HAS,2,Hasbro Inc. (HAS),1,1,US Stocks & ETFs,HAS,USD,100
HBAN,2,Huntington Bancshares Inc. (HBAN),1,1,US Stocks & ETFs,HBAN,USD,100
HBI,2,Hanesbrands Inc. (HBI),1,1,US Stocks & ETFs,HBI,USD,100
HCA,2,HCA Healthcare Inc (HCA),1,1,US Stocks & ETFs,HCA,USD,100
HD,2,Home Depot Inc. (HD),1,1,US Stocks & ETFs,HD,USD,100
DINO,2,HF Sinclair Corp. (DINO),1,1,US Stocks & ETFs,HFC,USD,100
HIG,2,Hartford Financial Services Group Inc. (HIG),1,1,US Stocks & ETFs,HIG,USD,100
HII,2,Huntington Ingalls Industries Inc. (HII),1,1,US Stocks & ETFs,HII,USD,100
HLT,2,Hilton Worldwide Holdings Inc (HLT),1,1,US Stocks & ETFs,HLT,USD,100
HOG,2,Harley-Davidson Inc. (HOG),1,1,US Stocks & ETFs,HOG,USD,100
HOLX,2,Hologic Inc. (HOLX),1,1,US Stocks & ETFs,HOLX,USD,100
HON,2,Honeywell International Inc. (HON),1,1,US Stocks & ETFs,HON,USD,100
HP,2,Helmerich & Payne Inc. (HP),1,1,US Stocks & ETFs,HP,USD,100
HPE,2,Hewlett Packard Enterprise Co. (HPE),1,1,US Stocks & ETFs,HPE,USD,100
HPQ,2,HP Inc. (HPQ),1,1,US Stocks & ETFs,HPQ,USD,100
HRB,2,H&R Block Inc. (HRB),1,1,US Stocks & ETFs,HRB,USD,100
HRL,2,Hormel Foods Corp. (HRL),1,1,US Stocks & ETFs,HRL,USD,100
HSIC,2,Henry Schein Inc. (HSIC),1,1,US Stocks & ETFs,HSIC,USD,100
HST,2,Host Hotels & Resorts Inc. (HST),1,1,US Stocks & ETFs,HST,USD,100
HSY,2,Hershey Co. (HSY),1,1,US Stocks & ETFs,HSY,USD,100
HUM,2,Humana Inc. (HUM),1,1,US Stocks & ETFs,HUM,USD,100
IBM,2,International Business Machines Corp. (IBM),1,1,US Stocks & ETFs,IBM,USD,100
ICE,2,Intercontinental Exchange Inc. (ICE),1,1,US Stocks & ETFs,ICE,USD,100
IDXX,2,IDEXX Laboratories Inc. (IDXX),1,1,US Stocks & ETFs,IDXX,USD,100
IEX,2,IDEX Corp. (IEX),1,1,US Stocks & ETFs,IEX,USD,100
IFF,2,International Flavors & Fragrances Inc. (IFF),1,1,US Stocks & ETFs,IFF,USD,100
INCY,2,Incyte Corp. (INCY),1,1,US Stocks & ETFs,INCY,USD,100
INTU,2,Intuit Inc. (INTU),1,1,US Stocks & ETFs,INTU,USD,100
IP,2,International Paper Co. (IP),1,1,US Stocks & ETFs,IP,USD,100
IPG,2,Interpublic Group of Companies Inc. (IPG),1,1,US Stocks & ETFs,IPG,USD,100
IPGP,2,IPG Photonics Corp. (IPGP),1,1,US Stocks & ETFs,IPGP,USD,100
IQV,2,IQVIA Holdings Inc (IQV),1,1,US Stocks & ETFs,IQV,USD,100
IR,2,Ingersoll-Rand Plc (IR),1,1,US Stocks & ETFs,IR,USD,100
IRM,2,Iron Mountain Inc. (IRM),1,1,US Stocks & ETFs,IRM,USD,100
ISRG,2,Intuitive Surgical Inc. (ISRG),1,1,US Stocks & ETFs,ISRG,USD,100
IT,2,Gartner Inc. (IT),1,1,US Stocks & ETFs,IT,USD,100
ITW,2,Illinois Tool Works Inc. (ITW),1,1,US Stocks & ETFs,ITW,USD,100
IVZ,2,Invesco Ltd. (IVZ),1,1,US Stocks & ETFs,IVZ,USD,100
JBHT,2,J.B. Hunt Transport Services Inc. (JBHT),1,1,US Stocks & ETFs,JBHT,USD,100
JCI,2,Johnson Controls International plc (JCI),1,1,US Stocks & ETFs,JCI,USD,100
#AUS200,1,S&P ASX 200 Index (AS51),10,1,CFD Index 1,ASX,AUD,5
#NDXm,1,NASDAQ 100 Index (NDX),10,1,CFD Index 1,ND1,USD,5
#SPXm,1,S&P 500 Index - Standard & Poors 500 (SPX),100,1,CFD Index 1,SP1,USD,5
#WS30m,1,Dow Jones 30 Index (DJI),1,1,CFD Index 1,DJ1,USD,5
JEF,2,Jefferies Financial Group Inc. (JEF),1,1,US Stocks & ETFs,JEF,USD,100
JKHY,2,Jack Henry & Associates Inc. (JKHY),1,1,US Stocks & ETFs,JKHY,USD,100
JNJ,2,Johnson & Johnson (JNJ),1,1,US Stocks & ETFs,JNJ,USD,100
KEY,2,KeyCorp (KEY),1,1,US Stocks & ETFs,KEY,USD,100
KEYS,2,Keysight Technologies Inc (KEYS),1,1,US Stocks & ETFs,KEYS,USD,100
KHC,2,Kraft Heinz Co. (KHC),1,1,US Stocks & ETFs,KHC,USD,100
KIM,2,Kimco Realty Corp. (KIM),1,1,US Stocks & ETFs,KIM,USD,100
KLAC,2,KLA Corp. (KLAC),1,1,US Stocks & ETFs,KLAC,USD,100
KMB,2,Kimberly-Clark Corp. (KMB),1,1,US Stocks & ETFs,KMB,USD,100
KMI,2,Kinder Morgan Inc Class P (KMI),1,1,US Stocks & ETFs,KMI,USD,100
KMX,2,CarMax Inc. (KMX),1,1,US Stocks & ETFs,KMX,USD,100
KO,2,Coca-Cola Co. (KO),1,1,US Stocks & ETFs,KO,USD,100
KR,2,Kroger Co. (KR),1,1,US Stocks & ETFs,KR,USD,100
KSS,2,Kohl's Corp. (KSS),1,1,US Stocks & ETFs,KSS,USD,100
L,2,Loews Corp. (L),1,1,US Stocks & ETFs,L,USD,100
LDOS,2,Leidos Holdings Inc. (LDOS),1,1,US Stocks & ETFs,LDOS,USD,100
LEG,2,Leggett & Platt Inc. (LEG),1,1,US Stocks & ETFs,LEG,USD,100
LEN,2,Lennar Corp. Class A (LEN),1,1,US Stocks & ETFs,LEN,USD,100
LH,2,Laboratory Corp. of America Holdings (LH),1,1,US Stocks & ETFs,LH,USD,100
LHX,2,L3Harris Technologies Inc (LHX),1,1,US Stocks & ETFs,LHX,USD,100
LIN,2,Linde plc (LIN),1,1,US Stocks & ETFs,LIN,USD,100
LKQ,2,LKQ Corp. (LKQ),1,1,US Stocks & ETFs,LKQ,USD,100
LLY,2,Eli Lilly and Co. (LLY),1,1,US Stocks & ETFs,LLY,USD,100
LMT,2,Lockheed Martin Corp. (LMT),1,1,US Stocks & ETFs,LMT,USD,100
LNC,2,Lincoln National Corp. (LNC),1,1,US Stocks & ETFs,LNC,USD,100
LNT,2,Alliant Energy Corp (LNT),1,1,US Stocks & ETFs,LNT,USD,100
LOW,2,Lowe's Companies Inc. (LOW),1,1,US Stocks & ETFs,LOW,USD,100
LRCX,2,Lam Research Corp. (LRCX),1,1,US Stocks & ETFs,LRCX,USD,100
LUV,2,Southwest Airlines Co. (LUV),1,1,US Stocks & ETFs,LUV,USD,100
LW,2,Lamb Weston Holdings Inc. (LW),1,1,US Stocks & ETFs,LW,USD,100
LYB,2,LyondellBasell Industries NV (LYB),1,1,US Stocks & ETFs,LYB,USD,100
M,2,Macy's Inc (M),1,1,US Stocks & ETFs,M,USD,100
MA,2,Mastercard Inc. Class A (MA),1,1,US Stocks & ETFs,MA,USD,100
MAA,2,Mid-America Apartment Communities Inc. (MAA),1,1,US Stocks & ETFs,MAA,USD,100
MAC,2,Macerich Co. (MAC),1,1,US Stocks & ETFs,MAC,USD,100
MAR,2,Marriott International Inc. Class A (MAR),1,1,US Stocks & ETFs,MAR,USD,100
MAS,2,Masco Corp. (MAS),1,1,US Stocks & ETFs,MAS,USD,100
MCD,2,McDonald's Corp. (MCD),1,1,US Stocks & ETFs,MCD,USD,100
MCHP,2,Microchip Technology Inc. (MCHP),1,1,US Stocks & ETFs,MCHP,USD,100
MCK,2,McKesson Corp. (MCK),1,1,US Stocks & ETFs,MCK,USD,100
MCO,2,Moody's Corp. (MCO),1,1,US Stocks & ETFs,MCO,USD,100
MDLZ,2,Mondelez International Inc. Class A (MDLZ),1,1,US Stocks & ETFs,MDLZ,USD,100
MDT,2,Medtronic Plc (MDT),1,1,US Stocks & ETFs,MDT,USD,100
MET,2,MetLife Inc. (MET),1,1,US Stocks & ETFs,MET,USD,100
MGM,2,MGM Resorts International (MGM),1,1,US Stocks & ETFs,MGM,USD,100
MHK,2,Mohawk Industries Inc. (MHK),1,1,US Stocks & ETFs,MHK,USD,100
MKC,2,McCormick & Co. Inc. (MKC),1,1,US Stocks & ETFs,MKC,USD,100
MKTX,2,MarketAxess Holdings Inc. (MKTX),1,1,US Stocks & ETFs,MKTX,USD,100
MLM,2,Martin Marietta Materials Inc. (MLM),1,1,US Stocks & ETFs,MLM,USD,100
MMC,2,Marsh & McLennan Companies Inc. (MMC),1,1,US Stocks & ETFs,MMC,USD,100
MMM,2,3M Co. (MMM),1,1,US Stocks & ETFs,MMM,USD,100
MNST,2,Monster Beverage Corp. (MNST),1,1,US Stocks & ETFs,MNST,USD,100
MO,2,Altria Group Inc (MO),1,1,US Stocks & ETFs,MO,USD,100
MOS,2,Mosaic Co. (MOS),1,1,US Stocks & ETFs,MOS,USD,100
MPC,2,Marathon Petroleum Corp. (MPC),1,1,US Stocks & ETFs,MPC,USD,100
MRK,2,Merck & Co. Inc. (MRK),1,1,US Stocks & ETFs,MRK,USD,100
MS,2,Morgan Stanley (MS),1,1,US Stocks & ETFs,MS,USD,100
MSCI,2,MSCI Inc. Class A (MSCI),1,1,US Stocks & ETFs,MSCI,USD,100
MSI,2,Motorola Solutions Inc. (MSI),1,1,US Stocks & ETFs,MSI,USD,100
MTB,2,M&T Bank Corp. (MTB),1,1,US Stocks & ETFs,MTB,USD,100
MTD,2,Mettler-Toledo International Inc. (MTD),1,1,US Stocks & ETFs,MTD,USD,100
MU,2,Micron Technology Inc. (MU),1,1,US Stocks & ETFs,MU,USD,100
NCLH,2,Norwegian Cruise Line Holdings Ltd. (NCLH),1,1,US Stocks & ETFs,NCLH,USD,100
NDAQ,2,Nasdaq Inc. (NDAQ),1,1,US Stocks & ETFs,NDAQ,USD,100
NEE,2,NextEra Energy Inc. (NEE),1,1,US Stocks & ETFs,NEE,USD,100
NEM,2,Newmont Goldcorp Corp. (NEM),1,1,US Stocks & ETFs,NEM,USD,100
NI,2,NiSource Inc (NI),1,1,US Stocks & ETFs,NI,USD,100
NKE,2,NIKE Inc. Class B (NKE),1,1,US Stocks & ETFs,NKE,USD,100
NKTR,2,Nektar Therapeutics (NKTR),1,1,US Stocks & ETFs,NKTR,USD,100
NOC,2,Northrop Grumman Corp. (NOC),1,1,US Stocks & ETFs,NOC,USD,100
NOV,2,National Oilwell Varco Inc. (NOV),1,1,US Stocks & ETFs,NOV,USD,100
NRG,2,NRG Energy Inc. (NRG),1,1,US Stocks & ETFs,NRG,USD,100
NSC,2,Norfolk Southern Corp. (NSC),1,1,US Stocks & ETFs,NSC,USD,100
NTAP,2,NetApp Inc. (NTAP),1,1,US Stocks & ETFs,NTAP,USD,100
NTRS,2,Northern Trust Corp. (NTRS),1,1,US Stocks & ETFs,NTRS,USD,100
NUE,2,Nucor Corp. (NUE),1,1,US Stocks & ETFs,NUE,USD,100
NWL,2,Newell Brands Inc (NWL),1,1,US Stocks & ETFs,NWL,USD,100
NWSA,2,News Corp. Class A (NWSA),1,1,US Stocks & ETFs,NWSA,USD,100
O,2,Realty Income Corp. (O),1,1,US Stocks & ETFs,O,USD,100
OKE,2,ONEOK Inc. (OKE),1,1,US Stocks & ETFs,OKE,USD,100
OMC,2,Omnicom Group Inc (OMC),1,1,US Stocks & ETFs,OMC,USD,100
ORCL,2,Oracle Corp. (ORCL),1,1,US Stocks & ETFs,ORCL,USD,100
ORLY,2,O'Reilly Automotive Inc. (ORLY),1,1,US Stocks & ETFs,ORLY,USD,100
OXY,2,Occidental Petroleum Corp. (OXY),1,1,US Stocks & ETFs,OXY,USD,100
PAYX,2,Paychex Inc. (PAYX),1,1,US Stocks & ETFs,PAYX,USD,100
PCAR,2,PACCAR Inc (PCAR),1,1,US Stocks & ETFs,PCAR,USD,100
PEG,2,Public Service Enterprise Group Inc (PEG),1,1,US Stocks & ETFs,PEG,USD,100
PEP,2,PepsiCo Inc. (PEP),1,1,US Stocks & ETFs,PEP,USD,100
PFE,2,Pfizer Inc. (PFE),1,1,US Stocks & ETFs,PFE,USD,100
PFG,2,Principal Financial Group Inc. (PFG),1,1,US Stocks & ETFs,PFG,USD,100
PG,2,Procter & Gamble Co. (PG),1,1,US Stocks & ETFs,PG,USD,100
PGR,2,Progressive Corp. (PGR),1,1,US Stocks & ETFs,PGR,USD,100
PH,2,Parker-Hannifin Corp. (PH),1,1,US Stocks & ETFs,PH,USD,100
PHM,2,PulteGroup Inc. (PHM),1,1,US Stocks & ETFs,PHM,USD,100
PKG,2,Packaging Corp. of America (PKG),1,1,US Stocks & ETFs,PKG,USD,100
PLD,2,Prologis Inc. (PLD),1,1,US Stocks & ETFs,PLD,USD,100
PM,2,Philip Morris International Inc. (PM),1,1,US Stocks & ETFs,PM,USD,100
PNC,2,PNC Financial Services Group Inc. (PNC),1,1,US Stocks & ETFs,PNC,USD,100
PNR,2,Pentair plc (PNR),1,1,US Stocks & ETFs,PNR,USD,100
PNW,2,Pinnacle West Capital Corp. (PNW),1,1,US Stocks & ETFs,PNW,USD,100
PPG,2,PPG Industries Inc. (PPG),1,1,US Stocks & ETFs,PPG,USD,100
