symbol_name,Precision,Description,ContractSize,MarginMode,security,MarginCurrency,ProfitCurrency,minVolFilter
PPL,2,PPL Corp. (PPL),1,1,US Stocks & ETFs,PPL,USD,100
PRGO,2,Perrigo Co. Plc (PRGO),1,1,US Stocks & ETFs,PRGO,USD,100
PRU,2,Prudential Financial Inc. (PRU),1,1,US Stocks & ETFs,PRU,USD,100
PSA,2,Public Storage (PSA),1,1,US Stocks & ETFs,PSA,USD,100
PSX,2,Phillips 66 (PSX),1,1,US Stocks & ETFs,PSX,USD,100
PVH,2,PVH Corp. (PVH),1,1,US Stocks & ETFs,PVH,USD,100
PWR,2,Quanta Services Inc. (PWR),1,1,US Stocks & ETFs,PWR,USD,100
PYPL,2,PayPal Holdings Inc (PYPL),1,1,US Stocks & ETFs,PYPL,USD,100
QRVO,2,Qorvo Inc. (QRVO),1,1,US Stocks & ETFs,QRVO,USD,100
RCL,2,Royal Caribbean Cruises Ltd. (RCL),1,1,US Stocks & ETFs,RCL,USD,100
REG,2,Regency Centers Corp. (REG),1,1,US Stocks & ETFs,REG,USD,100
REGN,2,Regeneron Pharmaceuticals Inc. (REGN),1,1,US Stocks & ETFs,REGN,USD,100
RF,2,Regions Financial Corp. (RF),1,1,US Stocks & ETFs,RF,USD,100
RHI,2,Robert Half International Inc. (RHI),1,1,US Stocks & ETFs,RHI,USD,100
RJF,2,Raymond James Financial Inc. (RJF),1,1,US Stocks & ETFs,RJF,USD,100
RL,2,Ralph Lauren Corp. Class A (RL),1,1,US Stocks & ETFs,RL,USD,100
ROK,2,Rockwell Automation Inc. (ROK),1,1,US Stocks & ETFs,ROK,USD,100
ROL,2,Rollins Inc. (ROL),1,1,US Stocks & ETFs,ROL,USD,100
ROP,2,Roper Technologies Inc. (ROP),1,1,US Stocks & ETFs,ROP,USD,100
ROST,2,Ross Stores Inc. (ROST),1,1,US Stocks & ETFs,ROST,USD,100
RSG,2,Republic Services Inc. (RSG),1,1,US Stocks & ETFs,RSG,USD,100
SBAC,2,SBA Communications Corp. Class A (SBAC),1,1,US Stocks & ETFs,SBAC,USD,100
SBUX,2,Starbucks Corp. (SBUX),1,1,US Stocks & ETFs,SBUX,USD,100
SCHW,2,Charles Schwab Corp. (SCHW),1,1,US Stocks & ETFs,SCHW,USD,100
SEE,2,Sealed Air Corp. (SEE),1,1,US Stocks & ETFs,SEE,USD,100
SHW,2,Sherwin-Williams Co. (SHW),1,1,US Stocks & ETFs,SHW,USD,100
SJM,2,J.M. Smucker Co. (SJM),1,1,US Stocks & ETFs,SJM,USD,100
SLB,2,Schlumberger NV (SLB),1,1,US Stocks & ETFs,SLB,USD,100
SLG,2,SL Green Realty Corp. (SLG),1,1,US Stocks & ETFs,SLG,USD,100
SNA,2,Snap-on Inc. (SNA),1,1,US Stocks & ETFs,SNA,USD,100
SNPS,2,Synopsys Inc. (SNPS),1,1,US Stocks & ETFs,SNPS,USD,100
SO,2,Southern Co. (SO),1,1,US Stocks & ETFs,SO,USD,100
SPG,2,Simon Property Group Inc. (SPG),1,1,US Stocks & ETFs,SPG,USD,100
SPGI,2,S&P Global Inc. (SPGI),1,1,US Stocks & ETFs,SPGI,USD,100
SRE,2,Sempra Energy (SRE),1,1,US Stocks & ETFs,SRE,USD,100
STT,2,State Street Corp. (STT),1,1,US Stocks & ETFs,STT,USD,100
STX,2,Seagate Technology PLC (STX),1,1,US Stocks & ETFs,STX,USD,100
STZ,2,Constellation Brands Inc. Class A (STZ),1,1,US Stocks & ETFs,STZ,USD,100
SWK,2,Stanley Black & Decker Inc. (SWK),1,1,US Stocks & ETFs,SWK,USD,100
SWKS,2,Skyworks Solutions Inc. (SWKS),1,1,US Stocks & ETFs,SWKS,USD,100
SYF,2,Synchrony Financial (SYF),1,1,US Stocks & ETFs,SYF,USD,100
SYK,2,Stryker Corp. (SYK),1,1,US Stocks & ETFs,SYK,USD,100
SYY,2,Sysco Corp. (SYY),1,1,US Stocks & ETFs,SYY,USD,100
T,2,AT&T Inc. (T),1,1,US Stocks & ETFs,T,USD,100
TAP,2,Molson Coors Brewing Co. Class B (TAP),1,1,US Stocks & ETFs,TAP,USD,100
TDG,2,TransDigm Group Inc. (TDG),1,1,US Stocks & ETFs,TDG,USD,100
TEL,2,TE Connectivity Ltd. (TEL),1,1,US Stocks & ETFs,TEL,USD,100
TFX,2,Teleflex Inc. (TFX),1,1,US Stocks & ETFs,TFX,USD,100
TGT,2,Target Corp. (TGT),1,1,US Stocks & ETFs,TGT,USD,100
TJX,2,TJX Companies Inc (TJX),1,1,US Stocks & ETFs,TJX,USD,100
TMO,2,Thermo Fisher Scientific Inc. (TMO),1,1,US Stocks & ETFs,TMO,USD,100
TMUS,2,T-Mobile US Inc. (TMUS),1,1,US Stocks & ETFs,TMUS,USD,100
TPR,2,Tapestry Inc. (TPR),1,1,US Stocks & ETFs,TPR,USD,100
TRIP,2,TripAdvisor Inc. (TRIP),1,1,US Stocks & ETFs,TRIP,USD,100
TROW,2,T. Rowe Price Group (TROW),1,1,US Stocks & ETFs,TROW,USD,100
TRV,2,Travelers Companies Inc. (TRV),1,1,US Stocks & ETFs,TRV,USD,100
TSCO,2,Tractor Supply Co. (TSCO),1,1,US Stocks & ETFs,TSCO,USD,100
TSM,2,Taiwan Semiconductor Manufacturing Co Ltd SP ADR (TSM),1,1,US Stocks & ETFs,TSM,USD,100
TSN,2,Tyson Foods Inc. Class A (TSN),1,1,US Stocks & ETFs,TSN,USD,100
TTWO,2,Take-Two Interactive Software Inc. (TTWO),1,1,US Stocks & ETFs,TTWO,USD,100
TXN,2,Texas Instruments Inc. (TXN),1,1,US Stocks & ETFs,TXN,USD,100
TXT,2,Textron Inc. (TXT),1,1,US Stocks & ETFs,TXT,USD,100
UAA,2,Under Armour Inc. Class A (UAA),1,1,US Stocks & ETFs,UAA,USD,100
UAL,2,United Airlines Holdings Inc. (UAL),1,1,US Stocks & ETFs,UAL,USD,100
UDR,2,UDR Inc. (UDR),1,1,US Stocks & ETFs,UDR,USD,100
UHS,2,Universal Health Services Inc. Class B (UHS),1,1,US Stocks & ETFs,UHS,USD,100
ULTA,2,Ulta Beauty Inc (ULTA),1,1,US Stocks & ETFs,ULTA,USD,100
UNH,2,UnitedHealth Group Inc. (UNH),1,1,US Stocks & ETFs,UNH,USD,100
UNM,2,Unum Group (UNM),1,1,US Stocks & ETFs,UNM,USD,100
UNP,2,Union Pacific Corp. (UNP),1,1,US Stocks & ETFs,UNP,USD,100
UPS,2,United Parcel Service Inc. Class B (UPS),1,1,US Stocks & ETFs,UPS,USD,100
URI,2,United Rentals Inc. (URI),1,1,US Stocks & ETFs,URI,USD,100
USB,2,U.S. Bancorp (USB),1,1,US Stocks & ETFs,USB,USD,100
V,2,Visa Inc. Class A (V),1,1,US Stocks & ETFs,V,USD,100
VFC,2,V.F. Corp. (VFC),1,1,US Stocks & ETFs,VFC,USD,100
VLO,2,Valero Energy Corp. (VLO),1,1,US Stocks & ETFs,VLO,USD,100
VMC,2,Vulcan Materials Co. (VMC),1,1,US Stocks & ETFs,VMC,USD,100
VNO,2,Vornado Realty Trust (VNO),1,1,US Stocks & ETFs,VNO,USD,100
VRSK,2,Verisk Analytics Inc (VRSK),1,1,US Stocks & ETFs,VRSK,USD,100
VRSN,2,VeriSign Inc. (VRSN),1,1,US Stocks & ETFs,VRSN,USD,100
VRTX,2,Vertex Pharmaceuticals Inc. (VRTX),1,1,US Stocks & ETFs,VRTX,USD,100
VTR,2,Ventas Inc. (VTR),1,1,US Stocks & ETFs,VTR,USD,100
VZ,2,Verizon Communications Inc. (VZ),1,1,US Stocks & ETFs,VZ,USD,100
WAB,2,Westinghouse Air Brake Technologies Corp. (WAB),1,1,US Stocks & ETFs,WAB,USD,100
WAT,2,Waters Corp. (WAT),1,1,US Stocks & ETFs,WAT,USD,100
WDC,2,Western Digital Corp. (WDC),1,1,US Stocks & ETFs,WDC,USD,100
WEC,2,WEC Energy Group Inc (WEC),1,1,US Stocks & ETFs,WEC,USD,100
WELL,2,Welltower Inc. (WELL),1,1,US Stocks & ETFs,WELL,USD,100
WHR,2,Whirlpool Corp. (WHR),1,1,US Stocks & ETFs,WHR,USD,100
WTW,2,Willis Towers Watson Public Limited Co. (WTW),1,1,US Stocks & ETFs,WLTW,USD,100
WM,2,Waste Management Inc. (WM),1,1,US Stocks & ETFs,WM,USD,100
WMB,2,Williams Companies Inc. (WMB),1,1,US Stocks & ETFs,WMB,USD,100
WMT,2,Walmart Inc. (WMT),1,1,US Stocks & ETFs,WMT,USD,100
WU,2,Western Union Co. (WU),1,1,US Stocks & ETFs,WU,USD,100
WY,2,Weyerhaeuser Co. (WY),1,1,US Stocks & ETFs,WY,USD,100
WYNN,2,Wynn Resorts Limited (WYNN),1,1,US Stocks & ETFs,WYNN,USD,100
XEL,2,Xcel Energy Inc. (XEL),1,1,US Stocks & ETFs,XEL,USD,100
XRAY,2,DENTSPLY SIRONA Inc. (XRAY),1,1,US Stocks & ETFs,XRAY,USD,100
XRX,2,Xerox Holdings Corp. (XRX),1,1,US Stocks & ETFs,XRX,USD,100
YUM,2,Yum! Brands Inc. (YUM),1,1,US Stocks & ETFs,YUM,USD,100
ZBH,2,Zimmer Biomet Holdings Inc. (ZBH),1,1,US Stocks & ETFs,ZBH,USD,100
ZION,2,Zions Bancorporation N.A. (ZION),1,1,US Stocks & ETFs,ZION,USD,100
ZTS,2,Zoetis Inc. Class A (ZTS),1,1,US Stocks & ETFs,ZTS,USD,100
BKR,2,Baker Hughes Co (BKR),1,1,US Stocks & ETFs,BKR,USD,100
GEN,2,Gen Digital Inc. (GEN),1,1,US Stocks & ETFs,NLOK,USD,100
DOC,2,Healthpeak Properties Inc. (DOC),1,1,US Stocks & ETFs,PEAK,USD,100
NET,2,Cloudflare Inc (NET),1,1,US Stocks & ETFs,NET,USD,100
ZM,2,Zoom Video Communications Inc (ZM),1,1,US Stocks & ETFs,ZM,USD,100
WKHS,2,Workhorse Group Inc (WKHS),1,1,US Stocks & ETFs,WKHS,USD,100
SPOT,2,Spotify Technology SA (SPOT),1,1,US Stocks & ETFs,SPOT,USD,100
EURRUB,5,Euro vs Russian Ruble,100000,0,ECN FX Group2,EUR,RUB,5
EOSUSD,3,EOS vs US Dollar (EOSUSD),1,1,CFD Crypto,EOS,USD,10000
EPAM,2,EPAM Systems Inc (EPAM),1,1,US Stocks & ETFs,EPAM,USD,100
ARKK,2,ARK Innovation ETF (ARKK),1,1,US Stocks & ETFs,ARKK,USD,100
MRNA,2,Moderna Inc (MRNA),1,1,US Stocks & ETFs,MRNA,USD,100
#HSI,1,Hang Seng Index (HSI),10,1,CFD Index 1,HSI,HKD,5
EEM,2,iShares MSCI Emerging Markets ETF (EEM),1,1,US Stocks & ETFs,EEM,USD,100
EWH,2,iShares MSCI Hong Kong ETF (EWH),1,1,US Stocks & ETFs,EWH,USD,100
EWW,2,iShares MSCI Mexico Capped ETF (EWW),1,1,US Stocks & ETFs,EWW,USD,100
EWZ,2,iShares MSCI Brazil Capped ETF (EWZ),1,1,US Stocks & ETFs,EWZ,USD,100
FXI,2,iShares China Large-Cap ETF (FXI),1,1,US Stocks & ETFs,FXI,USD,100
GDX,2,VanEck Gold Miners ETF (GDX),1,1,US Stocks & ETFs,GDX,USD,100
IEMG,2,iShares Core MSCI Emerging Markets ETF (IEMG),1,1,US Stocks & ETFs,IEMG,USD,100
LQD,2,iShares iBoxx $ Inv Grade Corporate Bond ETF (LQD),1,1,US Stocks & ETFs,LQD,USD,100
MJ,2,ETFMG Alternative Harvest ETF (MJ),1,1,US Stocks & ETFs,MJ,USD,100
VYM,2,Vanguard High Dividend Yield ETF (VYM),1,1,US Stocks & ETFs,VYM,USD,100
XLE,2,Energy Select Sector SPDR ETF (XLE),1,1,US Stocks & ETFs,XLE,USD,100
XLF,2,Financial Select Sector SPDR ETF (XLF),1,1,US Stocks & ETFs,XLF,USD,100
XLI,2,Industrial Select Sector SPDR ETF (XLI),1,1,US Stocks & ETFs,XLI,USD,100
XLP,2,Consumer Staples Select Sector SPDR ETF (XLP),1,1,US Stocks & ETFs,XLP,USD,100
XLU,2,Utilities Select Sector SPDR ETF (XLU),1,1,US Stocks & ETFs,XLU,USD,100
XOP,2,SPDR S&P Oil & Gas Explor & Prodtn ETF (XOP),1,1,US Stocks & ETFs,XOP,USD,100
URA,2,Global X Uranium ETF (URA),1,1,US Stocks & ETFs,URA,USD,100
TLT,2,iShares 20+ Year Treasury Bond ETF (TLT),1,1,US Stocks & ETFs,TLT,USD,100
QQQ,2,Invesco QQQ Trust (QQQ),1,1,US Stocks & ETFs,QQQ,USD,100
SPY,2,SPDR S&P 500 ETF Trust (SPY),1,1,US Stocks & ETFs,SPY,USD,100
LIT,2,Global X Lithium & Battery Tech ETF (LIT),1,1,US Stocks & ETFs,LIT,USD,100
ICLN,2,iShares Global Clean Energy ETF (ICLN),1,1,US Stocks & ETFs,ICLN,USD,100
VALE,2,Vale SA ADR (VALE),1,1,US Stocks & ETFs,VALE,USD,100
BB,2,BlackBerry Ltd (BB),1,1,US Stocks & ETFs,BB,USD,100
IWO,2,iShares Russell 2000 Growth ETF (IWO),1,1,US Stocks & ETFs,IWO,USD,100
ARKQ,2,Autonomous Technology & Robotics ETF (ARKQ),1,1,US Stocks & ETFs,ARKQ,USD,100
ARKW,2,Next Generation Internet ETF (ARKW),1,1,US Stocks & ETFs,ARKW,USD,100
ARKG,2,Genomic Revolution ETF (ARKG),1,1,US Stocks & ETFs,ARKG,USD,100
ARKF,2,Fintech Innovation ETF (ARKF),1,1,US Stocks & ETFs,ARKF,USD,100
PRNT,2,The 3D Printing ETF (PRNT),1,1,US Stocks & ETFs,PRNT,USD,100
IZRL,2,Israel Innovative Technology ETF (IZRL),1,1,US Stocks & ETFs,IZRL,USD,100
ARKX,2,Space Exploration & Innovation ETF (ARKX),1,1,US Stocks & ETFs,ARKX,USD,100
COIN,2,Coinbase Global Inc (COIN),1,1,US Stocks & ETFs,COIN,USD,100
EWY,2,iShares MSCI South Korea ETF (EWY),1,1,US Stocks & ETFs,EWY,USD,100
HOOD,2,Robinhood Markets Inc (HOOD),1,1,US Stocks & ETFs,HOOD,USD,100
ETHBTC,5,Ethereum vs BitCoin (ETHBTC),1,1,CFD Crypto,ETH,BTC,10
AXON,2,Axon Enterprise Inc (AXON),1,1,US Stocks & ETFs,AXON,USD,100
LCID,2,Lucid Group Inc (LCID),1,1,US Stocks & ETFs,LCID,USD,100
RIVN,2,Rivian Automotive Inc (RIVN),1,1,US Stocks & ETFs,RIVN,USD,100
SBSW,2,Sibanye Stillwater Ltd (SBSW),1,1,US Stocks & ETFs,SBSW,USD,100
WBD,2,Warner Bros Discovery Inc (WBD),1,1,US Stocks & ETFs,WBD,USD,100
ASML,2,ASML Holding NV ADS (ASML),1,1,US Stocks & ETFs,ASML,USD,100
ELV,2,Elevance Health Inc. (ELV),1,1,US Stocks & ETFs,ELV,USD,100
USTUSD,3,Tether USDt vs US Dollar (USDtUSD),1,0,Crypto Indicative,UST,USD,5
SHOP,2,Shopify Inc (SHOP),1,1,US Stocks & ETFs,SHOP,USD,100
#VIX,3,CBOE Volatility Index (VIX),1,1,CFD Index 2,VIX,USD,5
#DXY,2,US Dollar USDX Index (DXY),100,1,CFD Index 1,DXY,USD,5
EURZAR,5,Euro to South African Rand,100000,0,ECN FX Group2,EUR,ZAR,5
EURMXN,5,Euro to Mexican Peso,100000,0,ECN FX Group2,EUR,MXN,5
USDHUF,3,US Dollar to Hungarian Forint,100000,0,ECN FX Group2,USD,HUF,5
EURHUF,3,Euro to Hungarian Forint,100000,0,ECN FX Group2,EUR,HUF,5
USDCZK,4,US Dollar to Czech Koruna,100000,0,ECN FX Group2,USD,CZK,5
EURCZK,4,Euro to Czech Koruna,100000,0,ECN FX Group2,EUR,CZK,5
USDILS,4,US Dollars to Israeli Shekel,100000,0,ECN FX Group2,USD,ILS,5
RVTY,2,Revvity Inc (RVTY) (old PKI),1,1,US Stocks & ETFs,RVTY,USD,100
SLV,2,iShares Silver Trust ETF (SLV),1,1,US Stocks & ETFs,SLV,USD,100
FI,2,Fiserv Inc. (FI),1,1,US Stocks & ETFs,FI,USD,100
TMF,2,Direxion Daily 20+ Year Treasury Bull 3X Shares ETF (TMF),1,1,Leveraged ETFs,TMF,USD,100
USO,2,United States Oil ETF (USO),1,1,US Stocks & ETFs,USO,USD,100
GLDE,2,SPDR Gold Shares ETF (GLD),1,1,US Stocks & ETFs,GLDE,USD,100
ARM,2,ARM Holdings PLC ADR (ARM),1,1,US Stocks & ETFs,ARM,USD,100
ETHUSD,3,Ethereum vs US Dollar (ETHUSD),1,1,CFD Crypto,ETH,USD,10
LINKUSD,4,Chainlink (LINK) vs US Dollar,1,1,CFD Crypto,LINK,USD,500
LTCUSD,3,LiteCoin vs US Dollar (LTCUSD),1,1,CFD Crypto,LTC,USD,100
POLUSD,4,Polygon Ecosystem Token (POL) vs US Dollar,1,1,CFD Crypto,MATIC,USD,10000
SOLUSD,2,Solana (SOL) vs US Dollar,1,1,CFD Crypto,SOL,USD,250
TONUSD,4,TON Coin (TON) vs US Dollar,1,1,CFD Crypto,TON,USD,1000
TRUMPUSD,2,TRUMP Coin (TRUMP) vs US Dollar,1,1,CFD Crypto,TRUMP,USD,5000
TRXUSD,5,TRON vs US Dollar (TRXUSD),1,1,CFD Crypto,TRX,USD,10000
XLMUSD,4,Stellar (XLM) vs US Dollar,1,1,CFD Crypto,XLM,USD,10000
USDTUSD,3,Tether USDt vs US Dollar (USDtUSD),1,0,Crypto Indicative,USDT,USD,5
BKCH,2,Global X Blockchain ETF (BKCH),1,1,US Stocks & ETFs,BKCH,USD,100
HEAL,2,The Global X HealthTech ETF (HEAL),1,1,US Stocks & ETFs,EDOC,USD,100
CLIP,2,Global X 1-3 Month T-Bill ETF (CLIP),1,1,US Stocks & ETFs,CLIP,USD,100
INDY,2,iShares India 50 ETF (INDY),1,1,US Stocks & ETFs,INDY,USD,100
INDA,2,iShares MSCI India ETF (INDA),1,1,US Stocks & ETFs,INDA,USD,100
VNAM,2,Global X MSCI Vietnam ETF (VNAM),1,1,US Stocks & ETFs,VNAM,USD,100
ARGT,2,Global X MSCI Argentina ETF (ARGT),1,1,US Stocks & ETFs,ARGT,USD,100
UNG,2,United States Natural Gas Fund LP ETF (UNG),1,1,US Stocks & ETFs,UNG,USD,100
AUDHKD,5,Australian Dollar vs Hong Kong Dollar,100000,0,Forex Indicative,AUD,HKD,5
GBPHKD,5,Great Britain Pound vs Hong Kong Dollar,100000,0,Forex Indicative,GBP,HKD,5
TQQQ,2,ProShares UltraPro QQQ (TQQQ),1,1,Leveraged ETFs,TQQQ,USD,100
SOXL,2,Direxion Daily Semiconductor Bull 3X Shares (SOXL),1,1,Leveraged ETFs,SOXL,USD,100
SSO,2,ProShares Ultra S&P 500 (SSO),1,1,Leveraged ETFs,SSO,USD,100
ERX,2,Direxion Daily Energy Bull 2x Shares (ERX),1,1,Leveraged ETFs,ERX,USD,100
NAIL,2,Direxion Daily Homebuilders & Supplies Bull 3X Shares (NAIL),1,1,Leveraged ETFs,NAIL,USD,100
URTY,2,ProShares UltraPro Russell2000 (URTY),1,1,Leveraged ETFs,URTY,USD,100
AAPB,2,GraniteShares 2x Long AAPL Daily ETF (AAPB),1,1,Leveraged ETFs,AAPB,USD,100
AMDL,2,GraniteShares 2x Long AMD Daily ETF (AMDL),1,1,Leveraged ETFs,AMDL,USD,100
AMZZ,2,GraniteShares 2x Long AMZN Daily ETF (AMZZ),1,1,Leveraged ETFs,AMZZ,USD,100
BABX,2,GraniteShares 2x Long BABA Daily ETF (BABX),1,1,Leveraged ETFs,BABX,USD,100
CONL,2,GraniteShares 2x Long COIN Daily ETF (CONL),1,1,Leveraged ETFs,CONL,USD,100
FBL,2,GraniteShares 2x Long META Daily ETF (FBL),1,1,Leveraged ETFs,FBL,USD,100
NVDL,2,GraniteShares 2x Long NVDA Daily ETF (NVDL),1,1,Leveraged ETFs,NVDL,USD,100
TSLR,2,GraniteShares 2x Long TSLA Daily ETF (TSLR),1,1,Leveraged ETFs,TSLR,USD,100
MSTR,2,MicroStrategy Incorporated (MSTR),1,1,US Stocks & ETFs,MSTR,USD,100
